basin,cnty_abbr,name,prelim_yn,county_name,site,state,latitude,longitude,aqs_id,qa_id,district,met_id,elevation,address,city,zip_code,ozone2002obs 
SJV,FRE,Shaver Lake - Perimeter Road,N,Fresno,3160,CA,37.138331999999998,-119.268608,060190010,,SJV,SHV02,1725,North Perimeter Road,Shaver Lake                     ,,4186 
SJV,KER,Arvin-Bear Mountain Blvd,N,Kern,2941,CA,35.208153000000003,-118.776005,060295001,15247,SJV,ARV02,152,20401 Bear Mountain Boulevard,Arvin                           ,,8376 
SJV,KER,Bakersfield-5558 California Avenue,N,Kern,3146,CA,35.356614999999998,-119.062613,060290014,15255,SJV,BFL06,119,5558 California Avenue,Bakersfield,93309,8348 
SJV,KER,Bakersfield-Golden State Highway,N,Kern,3145,CA,35.385620000000003,-119.015,060290010,15256,SJV,BFL21,126,1128 Golden State Highway,Bakersfield                     ,,7973 
SJV,KER,Edison,N,Kern,2312,CA,35.345607000000001,-118.85182500000001,060290007,15242,SJV,EDI02,194,Johnson Farm,Edison,93307,8304 
SJV,KER,Maricopa-Stanislaus Street,N,Kern,2919,CA,35.051560000000002,-119.40263,060290008,15246,SJV,39873,282,755 Stanislaus Street,Maricopa,93252,8283 
SJV,KER,Oildale-3311 Manor Street,N,Kern,2772,CA,35.438034999999999,-119.01678699999999,060290232,15243,SJV,OIL02,181,3311 Manor Street,Oildale                         ,93308,8196 
SJV,KER,Shafter-Walker Street,N,Kern,2981,CA,35.503489999999999,-119.27264,060296001,15248,SJV,SHA02,106,548 Walker Street,Shafter                         ,93263,8202 
SJV,KIN,Hanford-S Irwin Street,N,Kings,3129,CA,36.315719999999999,-119.64323,060311004,16716,SJV,HAN04,82,807 South Irwin Street,Hanford                         ,93230,8209 
SJV,MAD,Madera-Pump Yard,N,Madera,3211,CA,36.867190000000001,-120.01011,060390004,20211,SJV,MAD04,81,Rd. 29 1/2 No. Of Ave 8 Madera County,Madera                          ,93637,8178 
SJV,MER,Merced-S Coffee Avenue,N,Merced,3022,CA,37.281770000000002,-120.43368,060470003,24528,SJV,MER08,56,385 South Coffee Avenue,Merced                          ,95340,8267 
SJV,SJ,Stockton-E Mariposa,N,San Joaquin,2553,CA,37.905276999999998,-121.146385,060770009,,SJV,SCK05,17,13521 E. Mariposa; Stockton,Stockton                        ,95205,3515 
SJV,SJ,Stockton-Hazelton Street,N,San Joaquin,2094,CA,37.950749999999999,-121.26897,060771002,39252,SJV,SCK07,10,1593 East Hazelton Avenue,Stockton,95205,8366 
SJV,SJ,Tracy-24371 Patterson Pass Road,N,San Joaquin,3159,CA,37.736669999999997,-121.5342,060773003,,SJV,TRC02,9,24371 Patterson Pass Road,Tracy                           ,95377,8183 
SJV,STA,Modesto-14th Street,N,Stanislaus,2833,CA,37.642164999999999,-120.994212,060990005,50568,SJV,MOD02,33,814 14th Street,Modesto                         ,95354,8175 
SJV,STA,Turlock-S Minaret Street,N,Stanislaus,2996,CA,37.488219999999998,-120.83592,060990006,50573,SJV,TUR04,32,900 South Minaret Street,Turlock                         ,95380,8207 
SJV,TUL,Sequoia and Kings Canyon Natl Park,N,Tulare,3484,CA,36.489429999999999,-118.829138,061070009,54009,SJV,SEQ01,515,Sequoia & Kings Canyon Np,Sequoia National Park,93271,7293 
SJV,TUL,Sequoia National Park-Lookout Point,N,Tulare,3206,CA,36.429200000000002,-118.7628,061070008,,SJV,SEQ02,,Lookout Point; Mineral King Road,Sequoia National Park,,7849 
SJV,TUL,Sequoia Natl Park-Lower Kaweah,N,Tulare,3036,CA,36.566127999999999,-118.7777,061070006,54036,SJV,SEQ07,1926,Lower Kaweah; Sequoia NP,Sequoia National Park           ,93271,8283 
SJV,TUL,Visalia-N Church Street,N,Tulare,2032,CA,36.332520000000002,-119.29095,061072002,54568,SJV,VIS02,102,310 North Church Street,Visalia                         ,93291,8330 
SS ,IMP,Calexico-East,N,Imperial,3173,CA,32.674199999999999,-115.39109999999999,060250006,13700,IMP,CLX01,10,1699 Carr Road,Calexico                        ,92231,7266 
SS ,IMP,Calexico-Ethel Street,N,Imperial,3135,CA,32.676180000000002,-115.48307,060250005,13698,IMP,CLX02,3,1029 East Belcher Street,Calexico                        ,92231,8333 
SS ,IMP,Calexico-Grant Street,N,Imperial,2997,CA,32.673811000000001,-115.5163,060250004,13695,IMP,CLX04,,900 Grant Street,Calexico                        ,92231,8368 
SS ,IMP,El Centro-9th Street,N,Imperial,2551,CA,32.792149999999999,-115.56299,060251003,13694,IMP,ELC02,9,150 9th Street,El Centro                       ,92243,8301 
SS ,IMP,Niland-English Road,N,Imperial,3186,CA,33.213487999999998,-115.545136,060254004,13997,IMP,NIL02,-57,7711 English Road,Niland,92257,8130 
SS ,IMP,Westmorland-W 1st Street,N,Imperial,3143,CA,33.032389999999999,-115.62361799999999,060254003,13697,IMP,WST02,-43,570 Cook Street,Westmoreland                    ,92281,8317 
SS ,RIV,Indio-Jackson Street,N,Riverside,2878,CA,33.708573000000001,-116.215395,060652002,33157,SC,IDO03,1,46-990 Jackson Street,Indio                           ,92201,8420 
SS ,RIV,Palm Springs-Fire Station,N,Riverside,2199,CA,33.852620000000002,-116.54098999999999,060655001,33137,SC,PSP03,174,590 Racquet Club Avenue,Palm Springs,92262,8333 
SV ,BUT,Chico-Manzanita Avenue,N,Butte,2115,CA,39.7575,-121.842224,060070002,04628,BUT,CIC02,62,468 Manzanita Avenue,Chico                           ,95926,8318 
SV ,BUT,Paradise-4405 Airport Road,N,Butte,3491,CA,39.708454000000003,-121.61730900000001,060070007,04638,BUT,PAR02,389,4405 Airport Rd,Paradise,95969,8368 
SV ,COL,Colusa-Sunrise Blvd,N,Colusa,2744,CA,39.189190000000004,-121.99887,060111002,06646,COL,COL03,19,100 Sunrise Boulevard,Colusa                          ,95932,8251 
SV ,GLE,Willows-E Laurel Street,N,Glenn,3137,CA,39.517199999999995,-122.18969999999999,060210002,,GLE,WLW04,41,420 E. Laurel St; Willows,Willows                         ,95988,8303 
SV ,PLA,Auburn-Dewitt-C Avenue,N,Placer,2891,CA,38.938647000000003,-121.105431,060610002,31813,PLA,AUB03,153,Dewitt Hospital; 108 C Avenue,Auburn                          ,,2572 
SV ,PLA,Rocklin-Rocklin Road,N,Placer,3008,CA,38.789720000000003,-121.2169,060613001,,PLA,ROC01,30,5000 Rocklin Road,Rocklin                         ,95677,6272 
SV ,PLA,Roseville-N Sunrise Blvd,N,Placer,2956,CA,38.746429999999997,-121.26497999999999,060610006,31822,PLA,ROS02,60,151 North Sunrise Boulevard,Roseville                       ,95661,8358 
SV ,SAC,Elk Grove-Bruceville Road,N,Sacramento,2977,CA,38.30256,-121.42083,060670011,34310,SAC,EGV01,7,12490 Bruceville Road,Elk Grove                       ,95758,7839 
SV ,SAC,Folsom-Natoma Street,N,Sacramento,3187,CA,38.683292999999999,-121.16444199999999,060670012,34311,SAC,FOL02,108,50 Natoma Street,Folsom                          ,95630,8159 
SV ,SAC,North Highlands-Blackfoot Way,N,Sacramento,2123,CA,38.712090000000003,-121.38108,060670002,34294,SAC,NHD02,33,7823 Blackfoot Way,North Highlands                 ,95660,7674 
SV ,SAC,Sacramento-3801 Airport Road,N,Sacramento,3223,CA,38.636667000000003,-121.514167,060670013,34314,SAC,SAC06,2,3801 Airport Road,Sacramento                      ,95834,7704 
SV ,SAC,Sacramento-Del Paso Manor,N,Sacramento,2731,CA,38.61374,-121.36801,060670006,34295,SAC,SAC14,30,2701 Avalon Drive,Sacramento,95821,8064 
SV ,SAC,Sacramento-T Street,N,Sacramento,3011,CA,38.568440000000002,-121.49311,060670010,34305,SAC,SAC23,15,1309 T Street,Sacramento                      ,95814,8200 
SV ,SAC,Sloughhouse,N,Sacramento,3209,CA,38.494439999999997,-121.21115,060675003,34312,SAC,SLU01,59,7520 Sloughhouse Road,Sloughhouse,95683,4744 
SV ,SHA,Anderson-North Street,N,Shasta,3032,CA,40.453180000000003,-122.29883,060890007,45567,SHA,AND03,136,2220 North Street,Anderson,96007,0 
SV ,SHA,Lassen Volcanic Natl Park-Manzanita Lake,N,Shasta,2972,CA,40.539960000000001,-121.57646,060893003,45566,SHA,LVC01,1769,Manzanita Lake Ranger Station,Lassen Volcanic National Park   ,96071,7418 
SV ,SHA,Redding-Health Dept Roof,N,Shasta,2829,CA,40.550130000000003,-122.38092,060890004,45555,SHA,RDD06,156,2630 Hospital Lane,Redding,96001,8579 
SV ,SOL,Vacaville-Elmira Road,N,Solano,3155,CA,38.352778999999998,-121.96277599999999,060953002,,YS,VAC02,55,1001 Allison Drive; Vacaville,Vacaville                       ,95688,8517 
SV ,SUT,Pleasant Grove-4 miles SW,N,Sutter,2848,CA,38.765834999999996,-121.519165,061010002,,FR,PLG02,50,4sw-7310 Pacific Ave; Pleasant Grove,Pleasant Grove                  ,,6975 
SV ,SUT,Sutter Buttes-S Butte,N,Sutter,3117,CA,39.205556000000001,-121.82046099999999,061010004,51899,FR,STB01,645,Top of South Butte;Sutter Buttes; CA,Sutter Buttes,95982,4201 
SV ,SUT,Yuba City-Almond Street,N,Sutter,2958,CA,39.138680000000001,-121.61884000000001,061010003,51898,FR,YUB03,18,773 Almond Street,Yuba City                       ,95991,8291 
SV ,TEH,Red Bluff-Oak Street,N,Tehama,3197,CA,40.174999,-122.23666399999999,061030005,52911,TEH,RBL05,98,502 Oak Street; Red Bluff,Red Bluff                       ,96080,6347 
SV ,TEH,Tuscan Butte,N,Tehama,3158,CA,40.2622,-122.0928,061030004,52910,TEH,TCB01,568,Old Fire Lookout atop Tuscan Butte,Tuscan Buttes,96080,4227 
SV ,YOL,Davis-UCD Campus,N,Yolo,2143,CA,38.534550000000003,-121.7734,061130004,57577,YS,DAV07,19,UC Davis campus,Davis                           ,95616,7589 
SV ,YOL,Woodland-Gibson Road,N,Yolo,3249,CA,38.661209999999997,-121.73269000000001,061131003,57582,YS,WOO02,17,41929 East Gibson Road,Woodland                        ,95776,8673
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
September 3, 2024 at 09:03:02
  
